item_name,shop_name,city,address,price,material,category,lat,lon
None,travel_agency,Hà Giang,"Đường 19 Tháng 5, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,travel_agency,22.8169939,104.9783681
Du lịch Tầm Nhìn Mở,travel_agency,Hà Giang,"Du lịch Tầm Nhìn Mở, Đường Quyết Thắng, Ngọc Hà, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,travel_agency,22.8368647,105.0123516
Shop thời trang Tiến Quý,clothes,Hà Giang,"315, Nguyễn Thái Học",None,None,clothes,22.831448,104.9875693
None,hairdresser,Hà Giang,"Phố Hải Thượng Lãn Ông, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.8220556,104.9861435
None,hairdresser,Hà Giang,"Đường Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.8177953,104.9873668
None,hairdresser,Hà Giang,"Đường Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.8177033,104.9876974
None,convenience,Hà Giang,"Đường Cù Chính Lan, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8176408,104.9878424
None,convenience,Hà Giang,"Đường Lý Tự Trọng, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8194913,104.9900718
T-132 store,shoes,Hà Giang,"T-132 store, Đường Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,shoes,22.8175906,104.9871971
None,hairdresser,Hà Giang,"Đường Nguyễn Thái Học, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.822056,104.985183
None,convenience,Hà Giang,"Đường Lý Tự Trọng, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8205553,104.9903107
None,convenience,Hà Giang,"Phố Nguyễn Chí Thanh, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8169434,104.9886948
None,convenience,Hà Giang,"Đường Nguyễn Văn Cừ, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8254914,104.9873333
None,butcher,Hà Giang,"Small Meat Market, Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,butcher,22.8206268,104.9817756
None,bakery,Hà Giang,"Đường Trần Phú, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,bakery,22.8229822,104.9876248
Duc Truyen,bakery,Hà Giang,Trần Phú,None,None,bakery,22.822955,104.9878561
king roti,bakery,Hà Giang,"king roti, Đường Trần Phú, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,bakery,22.8235412,104.9878286
None,clothes,Hà Giang,"Đường Nguyễn Thái Học, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,clothes,22.8224609,104.9851681
None,bakery,Hà Giang,"Bread and Cake Bakery, Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,bakery,22.8212872,104.9818674
Công ty du lịch Vision Travel,travel_agency,Hà Giang,"N.69, Lane 487, Đường Lý Thường Kiệt, Hà Giang, 310000",None,None,travel_agency,22.8387815,105.0119813
Giầy Da Vũ Ngọc,shoes,Hà Giang,"282, Quốc lộ 2C",None,None,shoes,22.8188974,104.9811551
None,motorcycle,Hà Giang,"Qt motorbike, Đường Tránh Thành phố Hà Giang, Phương Thiện, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle,22.8058967,104.9753449
None,convenience,Hà Giang,"Convenience Store, Đường Lý Tự Trọng, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,convenience,22.8258833,104.9889015
Truong Thuy,motorcycle,Hà Giang,Tran Phu,None,None,motorcycle,22.820681,104.9872481
None,motorcycle,Hà Giang,Nguyễn Thái Học,None,None,motorcycle,22.8288374,104.9857165
Bui Thi Thanh,bakery,Hà Giang,"53, Lê Hồng Phong",None,None,bakery,22.825512,104.9884587
Manh Xam,tattoo,Hà Giang,"328B, Minh Khai",None,None,tattoo,22.8211237,104.9819377
None,motorcycle,Hà Giang,Minh Khai,None,None,motorcycle,22.8168865,104.9877084
Tiem Banh Mit,bakery,Hà Giang,"85M, Nguyễn Thái Học",None,None,bakery,22.8223772,104.9851225
phuong spa,massage,Hà Giang,"phuong spa, Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,massage,22.8252913,104.9838862
None,copyshop,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,copyshop,22.8252265,104.983997
None,hairdresser,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.8245588,104.9838129
None,copyshop,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,copyshop,22.8232218,104.983469
None,greengrocer,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,greengrocer,22.822054,104.9825277
None,variety_store,Hà Giang,"Đường Minh Khai, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,variety_store,22.8182725,104.9863934
None,stationery,Hà Giang,"Đường Trần Hưng Đạo, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,stationery,22.8299695,104.9826962
None,car_parts,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,car_parts,22.823268,104.9834909
None,hairdresser,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,hairdresser,22.8225237,104.9829393
None,supermarket,Hà Giang,"Phố Phó Đức Chính, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,supermarket,22.8325095,104.9865132
None,bakery,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,bakery,22.8240899,104.9836542
spa,beauty,Hà Giang,"spa, Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,beauty,22.8238499,104.983633
None,copyshop,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,copyshop,22.8230083,104.9831901
None,car_repair,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,car_repair,22.8226452,104.9829507
None,books,Hà Giang,"Phố Yên Biên, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,books,22.8315549,104.9858314
None,mobile_phone,Hà Giang,"Đường Nguyễn Trãi, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,mobile_phone,22.8231806,104.9834308
None,motorcycle_repair,Hà Giang,"Đường Lý Tự Trọng, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle_repair,22.8296131,104.9903536
Ovocny trh,department_store,Hà Giang,"Ovocny trh, Đường Nguyễn Thái Học, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,department_store,22.8325345,104.9866311
Ding Tea,beverages,Hà Giang,"Ding Tea, Đường Nguyễn Thái Học, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,beverages,22.8255904,104.9859974
Bong motorbike rental,motorcycle,Hà Giang,"61, Minh Khai, 310000",None,None,motorcycle,22.8186195,104.9858461
Ha Giang Loop Tour,travel_agency,Hà Giang,"10, Đường Quyết Thắng, Hà Giang, 310000",None,None,travel_agency,22.8372564,105.01257
None,pet,Hà Giang,"Đường Nguyễn Thái Học, Trần Phú, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,pet,22.8321235,104.9866653
Xe maý cho thuê,motorcycle,Hà Giang,"113a, Nguyễn Trãi, 20000",None,None,motorcycle,22.8130639,104.9801978
Thực Decal - xe máy - Motorbike Parts Accessories,motorcycle,Hà Giang,"120, Nguyễn Trãi",None,None,motorcycle,22.8172371,104.9810199
Honda,motorcycle,Hà Giang,"Honda, Đường Nguyễn Trãi, Mè Thượng, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle,22.8174174,104.980874
Phoenix Center,supermarket,Hà Giang,"Phoenix Center, Đường Minh Khai, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,supermarket,22.8191164,104.9845623
Thaco Ha Giang,car,Hà Giang,"Thaco Ha Giang, Đường Tránh Thành phố Hà Giang, Phương Thiện, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,car,22.804055,104.9767484
J-Mart Hàng Nhật Nội Địa,supermarket,Hà Giang,"39, Tô Vĩnh Diện, Ha Giang, 20152",None,None,supermarket,22.8188905,104.985224
None,travel_agency,Hà Giang,"Tbus Agency, Đường Tránh Thành phố Hà Giang, Phương Thiện, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,travel_agency,22.8050699,104.9765887
None,motorcycle,Hà Giang,"Style Motorbikes Ha Giang, Đường Hoàng Hữu Chuyên, Châng, Chiến Thắng, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle,22.7995312,104.9777231
None,car_repair,Hà Giang,"Truong Thuy Motor, Đường Trần Phú, Minh Khai, Phường Hà Giang 2, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,car_repair,22.8212256,104.987376
Yamaha town,motorcycle_repair,Hà Giang,"Yamaha town, Đường Nguyễn Trãi, Mè Thượng, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle_repair,22.8056632,104.9785456
Yamaha town,motorcycle_repair,Hà Giang,"Yamaha town, Đường Nguyễn Trãi, Mè Thượng, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle_repair,22.8083439,104.9788006
Sua Xe,motorcycle_repair,Hà Giang,"Sua Xe, Đường 20 Tháng 8, Phương Độ, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,motorcycle_repair,22.8284865,104.9569034
WinMart,supermarket,Hà Giang,"WinMart, Đường Nguyễn Trãi, Mè Thượng, Nguyễn Trãi, Hà Giang, Phường Hà Giang 1, Tỉnh Tuyên Quang, 20152, Việt Nam",None,None,supermarket,22.8142514,104.981384
None,supermarket,Cao Bằng,"Đường Pác Bó, Tổ dân phố 20, Phường Nùng Trí Cao, Tỉnh Cao Bằng, 21110, Việt Nam",None,None,supermarket,22.6743268,106.2571258
Sieu Thi,supermarket,Cao Bằng,None,None,None,supermarket,22.6645153,106.2592726
None,convenience,Cao Bằng,"Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,convenience,22.9538035,105.681717
None,bakery,Cao Bằng,"Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,bakery,22.9542432,105.6813523
None,car_repair,Cao Bằng,"Quốc lộ 34, Xã Tĩnh Túc, Tỉnh Cao Bằng, Việt Nam",None,None,car_repair,22.6260682,105.8320798
None,car_repair,Cao Bằng,"Đường tỉnh 212, Xã Thành Công, Tỉnh Cao Bằng, Việt Nam",None,None,car_repair,22.543073,105.8401161
Tire Repairs Shop,tyres,Cao Bằng,"Tire Repairs Shop, Quốc lộ 34, Xã Ca Thành, Tỉnh Cao Bằng, Việt Nam",None,None,tyres,22.7146891,105.7986603
None,beverages,Cao Bằng,"Rest Stop, Quốc lộ 34, Huy Giáp, Xã Huy Giáp, Tỉnh Cao Bằng, Việt Nam",None,None,beverages,22.7662105,105.7661956
None,beverages,Cao Bằng,"Dinh Phong, Quốc lộ 3, Xã Phục Hòa, Tỉnh Cao Bằng, Việt Nam",None,None,beverages,22.5343457,106.5082749
None,motorcycle_repair,Cao Bằng,"Quốc lộ 3, Xã Phục Hòa, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.5305881,106.5157407
None,convenience,Cao Bằng,"Quốc lộ 34, Xã Tĩnh Túc, Tỉnh Cao Bằng, Việt Nam",None,None,convenience,22.6500678,105.8886535
None,mobile_phone,Cao Bằng,"Phố đi bộ Kim Đồng, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,mobile_phone,22.6622593,106.2597013
None,motorcycle,Cao Bằng,"Phố đi bộ Kim Đồng, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,motorcycle,22.6651256,106.2606396
None,motorcycle,Cao Bằng,"Phố đi bộ Kim Đồng, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,motorcycle,22.6644172,106.2609211
None,supermarket,Cao Bằng,"Phố Nguyễn Du, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,supermarket,22.6626403,106.2589918
None,supermarket,Cao Bằng,"QL.4A, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,supermarket,22.8355925,106.5303243
None,computer,Cao Bằng,"Ahihi Gaming - Internet café, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,computer,22.9457494,105.6764966
None,beverages,Cao Bằng,"Nước Mía - Sugar cane juice, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,beverages,22.9482662,105.6809667
None,copyshop,Cao Bằng,"Thái Hà Photo copy, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,copyshop,22.9489876,105.6808416
Khải Linh,bakery,Cao Bằng,"Khải Linh, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,bakery,22.9498613,105.681138
None,copyshop,Cao Bằng,"Duy Tân Photocopy, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,copyshop,22.9498039,105.6813688
Huy BG,hairdresser,Cao Bằng,"Huy BG, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,hairdresser,22.9497861,105.681117
Ga me tốc độ cao,computer,Cao Bằng,"Ga me tốc độ cao, 217, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,computer,22.9475003,105.6822471
None,mobile_phone,Cao Bằng,"T - mobile center, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,mobile_phone,22.9474729,105.6792869
None,mobile_phone,Cao Bằng,"Viettel - Telecom Store, Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,mobile_phone,22.9481562,105.6805508
Hoàng Duy,copyshop,Cao Bằng,"Hoàng Duy, Quốc lộ 4A;Quốc Lộ 34B, Phường Tân Giang, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,copyshop,22.6498937,106.2713269
Vinfast Cao Bằng,car,Cao Bằng,"Vinfast Cao Bằng, Đường Pác Bó, Tổ dân phố 20, Phường Nùng Trí Cao, Tỉnh Cao Bằng, 21110, Việt Nam",None,None,car,22.6752907,106.2516593
None,computer,Cao Bằng,"Quốc lộ 4A;Quốc Lộ 34B, Phường Tân Giang, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,computer,22.6508056,106.2703872
None,greengrocer,Cao Bằng,"Local market, ĐT.211, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,greengrocer,22.8348255,106.524816
None,toys,Cao Bằng,"ĐT.211, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,toys,22.8345512,106.5239229
None,bakery,Cao Bằng,"Khánh An Bakery, ĐT.211, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,bakery,22.8354098,106.524225
Bánh sinh nhật,bakery,Cao Bằng,"Bánh sinh nhật, ĐT.211, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,bakery,22.8345007,106.5238877
None,clothes,Cao Bằng,"Kids Shop, Phố Kim Đồng, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,clothes,22.6605473,106.2596274
None,greengrocer,Cao Bằng,"Hà My, Phố Xuân Trường, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,greengrocer,22.6671793,106.2591877
Mechanic Huy Hoang,car_repair,Cao Bằng,"Mechanic Huy Hoang, ĐT.211, Xã Trùng Khánh, Tỉnh Cao Bằng, Việt Nam",None,None,car_repair,22.8320736,106.5221252
Tuyết An,tyres,Cao Bằng,"Tơ 6, Phường Ngọc Xuân",None,None,tyres,22.6843956,106.2485469
Banh Thanh Do,bakery,Cao Bằng,"Banh Thanh Do, Đường Vườn Cam, Phường Thục Phán, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,bakery,22.6669656,106.2610683
None,motorcycle,Cao Bằng,"QL.4A;QL.3, Tổ dân phố 21, Phường Nùng Trí Cao, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,motorcycle,22.6667433,106.2637609
Bánh mì Ánh Nguyệt,bakery,Cao Bằng,"Bánh mì Ánh Nguyệt, Đường Đông Khê, Phường Tân Giang, Tỉnh Cao Bằng, 27000, Việt Nam",None,None,bakery,22.6537935,106.2684136
None,motorcycle,Cao Bằng,"Quốc lộ 34, Xã Bảo Lạc, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle,22.9475469,105.6778851
None,convenience,Cao Bằng,"Quốc lộ 4A;Quốc Lộ 34B, Xã Đông Khê, Tỉnh Cao Bằng, Việt Nam",None,None,convenience,22.4292642,106.4324348
None,supermarket,Cao Bằng,"Marketplace, QL.4A, bản Gun, Xã Đàm Thủy, Tỉnh Cao Bằng, Việt Nam",None,None,supermarket,22.8589315,106.6964586
Cao Bang laundry service and breakfast,laundry,Cao Bằng,024,None,None,laundry,22.6601104,106.2638044
None,travel_agency,Cao Bằng,"234, Đường 3 Tháng 10, 27000",None,None,travel_agency,22.6603156,106.2637589
Lớp Xe 3-10,tyres,Cao Bằng,Lô 15,None,None,tyres,22.6789417,106.2484659
F88 Sông Hiến,pawnbroker,Cao Bằng,"09, Cầu Sông Hiến, Cao Bằng, 21000",None,None,pawnbroker,22.6658984,106.2538136
None,motorcycle,Cao Bằng,"Đường Pác Bó, Tổ dân phố 20, Phường Nùng Trí Cao, Tỉnh Cao Bằng, 21110, Việt Nam",None,None,motorcycle,22.6751531,106.2518351
None,bicycle,Cao Bằng,"Đường Pác Bó, Tổ dân phố 20, Phường Nùng Trí Cao, Tỉnh Cao Bằng, 21110, Việt Nam",None,None,bicycle,22.6751133,106.2519018
Kolia Organic Farm,farm,Cao Bằng,"Kolia Organic Farm, Đường tỉnh 212, Phja Đén, Xã Thành Công, Tỉnh Cao Bằng, Việt Nam",None,None,farm,22.562518,105.8635262
Good Shop,convenience,Cao Bằng,"Good Shop, Quốc lộ 34, Huy Giáp, Xã Huy Giáp, Tỉnh Cao Bằng, Việt Nam",None,None,convenience,22.7801723,105.7497916
None,car_repair,Cao Bằng,"Đường tỉnh 212, Xã Thành Công, Tỉnh Cao Bằng, Việt Nam",None,None,car_repair,22.543073,105.8401161
None,car_repair,Cao Bằng,"Quốc lộ 34, Xã Tĩnh Túc, Tỉnh Cao Bằng, Việt Nam",None,None,car_repair,22.6260682,105.8320798
Tire Repairs Shop,tyres,Cao Bằng,"Tire Repairs Shop, Quốc lộ 34, Xã Ca Thành, Tỉnh Cao Bằng, Việt Nam",None,None,tyres,22.7146891,105.7986603
None,beverages,Cao Bằng,"Rest Stop, Quốc lộ 34, Huy Giáp, Xã Huy Giáp, Tỉnh Cao Bằng, Việt Nam",None,None,beverages,22.7662105,105.7661956
Cửa hàng xe điện Tuấn Thủy,bicycle,Cao Bằng,"196, Đường Pác Bó",None,None,bicycle,22.6699603,106.2619945
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 34, Xã Bảo Lâm, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.8413629,105.4934952
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 4C, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.9894192,105.491329
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 34, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.9023886,105.532453
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 34, Xã Bảo Lâm, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.8758743,105.521505
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 34, Nà Phòng, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.9360849,105.5463507
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 4C, Nà Phòng, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.9392491,105.5464212
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 4C, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.9862762,105.5001329
None,fuel,Cao Bằng,"Quốc lộ 4C, Nà Phòng, Xã Lý Bôn, Tỉnh Cao Bằng, Việt Nam",None,None,fuel,22.9485643,105.546635
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 34, Xã Bảo Lâm, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.7931885,105.4588791
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Đường tỉnh 206;Quốc lộ 4A, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6874698,106.4401521
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, QL.4A, Xã Đàm Thủy, Xã Lý Quốc, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.85604,106.7104341
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3:4A;34, Xã Nguyễn Huệ, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.7045508,106.3033547
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3;4A, Phja Tháp, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.684993,106.4153557
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Đường tỉnh 206;Quốc lộ 4A, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6878421,106.4410818
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3:4A;34, Xã Nguyễn Huệ, Tỉnh Cao Bằng, 21110, Việt Nam",None,None,motorcycle_repair,22.7060466,106.2768289
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3:4A;34, Xã Nguyễn Huệ, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.7005138,106.3183969
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3;4A, Phja Tháp, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.7059757,106.3654963
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Đường tỉnh 206;Quốc lộ 4A, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6883656,106.4417527
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, QL.4A, Xã Đàm Thủy, Xã Lý Quốc, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.8562163,106.7103357
None,ticket,Cao Bằng,"QL.4A, Xã Đàm Thủy, Xã Lý Quốc, Tỉnh Cao Bằng, Việt Nam",None,None,ticket,22.8511448,106.7275977
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, QL.4A, Bản Nà Quán, Xã Lý Quốc, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.7970542,106.7608477
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, ĐT.207, Xã Độc Lập, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6880116,106.5018712
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Đường tỉnh 206;Quốc lộ 4A, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6879046,106.4411292
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Đường cao tốc Đồng Đăng - Trà Lĩnh, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6790902,106.453092
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3, Xã Hạnh Phúc, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6166123,106.462318
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, ĐT.207;QL.4A, Xã Hạ Lang, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6889746,106.6715786
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, ĐT.207, Xã Độc Lập, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6819436,106.5408811
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, Quốc lộ 3, Xã Quảng Uyên, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6858344,106.4416806
None,fuel,Cao Bằng,"Quốc lộ 4A, Xã Đông Khê, Xã Thất Khê, Tỉnh Cao Bằng, Việt Nam",None,None,fuel,22.4042146,106.4355977
Sua Xe,motorcycle_repair,Cao Bằng,"Sua Xe, ĐT.207;QL.4A, Xã Hạ Lang, Tỉnh Cao Bằng, Việt Nam",None,None,motorcycle_repair,22.6914538,106.67311
