item_name,shop_name,city,address,price,rating,category,lat,lon
"Găng tay nilon, Bánh quy, Bao rác, Ô dù gấp, Dầu gội, Bánh snack, Sữa hộp, Dao cạo râu, Sổ tay nhỏ, Mì gói, Bóng đèn LED mini, Sữa hộp, Kẹo cao su, Dầu gội, Mì gói",Bách hóa Huệ Tạo,Ha Giang Province,"135 tổ 7 TT Vị Xuyên-Vị Xuyên-Hà Giang, Đường Hồng Quân",10,4.5,convenience,22.664973399999997,104.9869959
"Dây sạc điện thoại, Kẹo cao su, Thịt hộp, Thịt hộp, Cốc nhựa, Sữa hộp, Sữa hộp, Bánh bao mini, Túi nylon, Dây sạc điện thoại, Sổ tay nhỏ, Sữa hộp, Mì ly, Khẩu trang y tế, Dây sạc điện thoại",Small supermarket,Ha Giang Province,Phố Trần Hưng Đạo,20,4.2,convenience,23.064689599999998,104.9927417
"Kem đánh răng, Pin AA, Khăn giấy, Bật lửa, Dây sạc điện thoại, Khăn giấy, Sổ tay nhỏ, Cà phê lon, Bút bi, Sổ tay nhỏ, Bàn chải đánh răng, Khăn giấy, Mì gói, Muỗng nhựa, Dây sạc điện thoại, Sổ tay nhỏ, Dầu gội, Nước tăng lực",Supermarket,Ha Giang Province,Đường Trường Chinh,20,4.4,convenience,22.415379599999998,104.8184058
"Nước hoa mini, Đường, Muối, Khẩu trang y tế, Sữa tươi, Bột ngọt, Bàn chải, Bông tẩy trang, Sốt cà chua, Muối, Gạo, Muối, Sữa tắm, Nước mắm, Chảo chống dính, Bột mì, Bột mì, Khay nhựa, Thớt, Sữa tươi",smala marcket,Ha Giang Province,Quốc lộ 4C,190,4.2,supermarket,23.1921111,105.1934069
"Gạo, Khăn ướt, Sữa tươi, Bột nêm, Giấy vệ sinh, Nước rửa chén, Nước suối, Mì gói, Thực phẩm đóng hộp, Dầu ăn, Sữa tắm, Bánh kẹo, Nước lau sàn, Nước xả vải, Bánh kẹo, Giấy vệ sinh, Trà",Ovocny trh,Ha Giang Province,"Đường Nguyễn Thái Học, Trần Phú, 20152",20,3.6,department_store,22.832534499999998,104.9866311
"Dầu gội, Trà túi lọc, Thịt heo, Son dưỡng môi, Sốt cà chua, Snack, Mì gói, Khay nhựa, Cá hộp, Muỗng nĩa, Dầu ăn",Lũng Phìn Market,Ha Giang Province,"Đường tỉnh 176, Lung Phin",105,4.1,supermarket,23.15096159999999,105.305485
"Giấy vệ sinh, Thớt, Dầu gội, Nước mắm, Bột mì, Túi đựng rác, Cá hộp, Nước lau sàn, Cà phê hòa tan, Nước xả vải, Chảo chống dính, Bột ngọt, Đĩa sứ, Đường, Thớt, Nước mắm, Nước tương",Phoenix Center,Ha Giang Province,"Đường Minh Khai, Minh Khai, 20152",115,3.6,supermarket,22.819116399999995,104.98456230000001
"Khẩu trang y tế, Cá hộp, Khẩu trang y tế, Giấy vệ sinh, Sữa tắm, Snack, Nước rửa chén, Son dưỡng môi, Nước mắm, Cà phê hòa tan, Nước tương, Trứng gà, Kem dưỡng da, Khay nhựa, Bột mì, Bột ngọt, Khay nhựa",J-Mart Hàng Nhật Nội Địa,Ha Giang Province,"39, Đường Minh Khai, Minh Khai, 20152",75,3.6,supermarket,22.818890499999995,104.985224
"Rau củ quả, Kem cạo râu, Son dưỡng môi, Bông tẩy trang, Nước trái cây, Rau củ quả, Mì gói, Sữa chua, Nước trái cây, Trà túi lọc, Kem dưỡng da",WinMart,Ha Giang Province,"Đường Nguyễn Trãi, Nguyễn Trãi, 20152",35,4.2,supermarket,22.814251400000003,104.981384
"Muỗng nĩa, Sữa chua, Nước rửa chén, Giấy vệ sinh, Trà túi lọc, Muối, Túi đựng rác, Dầu ăn, Nước rửa chén, Ngũ cốc ăn sáng, Nước hoa mini",Sieu Thi,Cao Bang Province,"Phố Đàm Quang Trung, Phường Thục Phán, Cao Bằng, Tỉnh Cao Bằng, 27000",70,4.1,supermarket,22.6645153,106.2592726
"Kẹo, Khăn ướt, Chai nước, Xà phòng tắm, Găng tay nilon, Bánh mì sandwich, Bánh bao mini, Dầu gội, Kẹo, Sữa chua uống, Khăn giấy, Túi nylon, Cốc nhựa",Good Shop,Cao Bang Province,"Quốc lộ 34, Tỉnh Cao Bằng",20,4.4,convenience,22.780172300000004,105.7497916
"Bột mì, Chảo chống dính, Bột mì, Nước rửa chén, Bông tẩy trang, Ngũ cốc ăn sáng, Thớt, Bông tẩy trang, Giấy vệ sinh, Đường, Nước xả vải, Bông tẩy trang, Gạo, Dao bếp, Dầu gội, Sữa tươi, Sữa chua, Giấy vệ sinh",Tổng hợp Cao Bằng,Cao Bang Province,"Phố Đàm Quang Trung, Phường Thục Phán, Cao Bằng, Tỉnh Cao Bằng, 27000",145,3.8,supermarket,22.66452108084505,106.25930846969057
"Ngũ cốc ăn sáng, Nước tương, Sữa chua, Dao bếp, Nước rửa chén, Túi đựng rác, Trà túi lọc, Túi đựng rác, Bột mì, Nước tương, Sữa tắm, Bột giặt, Sữa tắm",Siêu thị Hợp Giang,Cao Bang Province,"Phố Đàm Quang Trung, Phường Thục Phán, Cao Bằng, Tỉnh Cao Bằng, 27000",175,3.9,supermarket,22.664283662341916,106.25981823482779
"Bột mì, Trà túi lọc, Túi đựng rác, Thớt, Nước lau sàn, Sữa chua, Snack, Trứng gà, Kem cạo râu, Thịt heo",Siêu thị Ngọc Xuân,Cao Bang Province,"Đường Pác Bó, Phường Nùng Trí Cao, Cao Bằng, Tỉnh Cao Bằng, 21110",185,4,supermarket,22.674289505468565,106.25722771380381
"Thiệp chúc mừng, Móc khóa đôi, Khăn lụa, Gối in hình, Móc khóa, Bánh handmade, Bình giữ nhiệt, Túi đựng quà, Đồ thủ công, Ly in hình, Khăn lụa, Ly in hình, Thiệp chúc mừng, Chậu cây mini, Bưu thiếp, Gấu bông mini, Khung ảnh LED, Sổ tay dễ thương",Hương Rừng Xứ Lạng,Lang Son Province,"Đường Ngô Thì Sỹ, Phường Tam Thanh, Tỉnh Lạng Sơn, 00251",280,4.4,gift,21.855544199999994,106.7474288
"Kem nền, Nước hoa, Túi xách, Quần short, Tai nghe Bluetooth, Dầu dưỡng tóc, Vali kéo, Sách, Mascara, Dép sandal, Găng tay, Phấn má, Nước hoa",Vincom,Lang Son Province,"Trần Hưng Đạo, 枝陵坊, Tỉnh Lạng Sơn, 00251",500,3.8,mall,21.847952450021126,106.75778315000571
"Mì gói, Gối cổ du lịch, Gối cổ du lịch, Bật lửa, Bút bi, Muỗng nhựa, Bút bi, Xà phòng tắm, Pin sạc, Kẹo cao su, Bánh snack, Nước suối, Mì gói, Ô dù gấp",Bách hóa Huệ Tạo,Tuyen Quang Province,"135 tổ 7 TT Vị Xuyên-Vị Xuyên-Hà Giang, Đường Hồng Quân",15,3.7,convenience,22.664973399999997,104.9869959
"Xà phòng tắm, Chai nước, Nước suối, Mì gói, Dầu gội, Lăn khử mùi, Thịt hộp, Dây sạc điện thoại, Sổ tay nhỏ, Kẹo",Small supermarket,Tuyen Quang Province,Phố Trần Hưng Đạo,10,3.5,convenience,23.064689599999998,104.9927417
"Khăn ướt, Nước tăng lực, Pin AA, Trà đóng chai, Khăn ướt, Mì gói, Khăn ướt, Muỗng nhựa, Nước ngọt, Nước suối, Khăn giấy, Bật lửa, Kẹo cao su, Bàn chải đánh răng, Kẹo cao su",Supermarket,Tuyen Quang Province,Đường Trường Chinh,15,3.9,convenience,22.415379599999998,104.8184058
"Bột giặt, Bột mì, Muối, Giấy bọc thực phẩm, Chảo chống dính, Bột giặt, Dao bếp, Đĩa sứ, Nước lau sàn, Khẩu trang y tế, Khay nhựa, Nước xả vải, Đĩa sứ, Dầu ăn, Trứng gà, Nước tương",smala marcket,Tuyen Quang Province,Quốc lộ 4C,105,4.3,supermarket,23.1921111,105.1934069
"Đường, Thực phẩm đóng hộp, Tã em bé, Nước lau sàn, Nước lau sàn, Kem đánh răng, Khăn giấy, Dầu ăn, Dầu gội, Bình sữa, Sữa tắm, Bột nêm, Nước suối, Giấy vệ sinh",Ovocny trh,Tuyen Quang Province,"Đường Nguyễn Thái Học, Trần Phú, 20152",10,3.6,department_store,22.832534499999998,104.9866311
"Khẩu trang y tế, Giấy bọc thực phẩm, Ly thủy tinh, Nước trái cây, Muỗng nĩa, Muối, Snack, Sữa tươi, Sữa chua, Gạo, Giấy bọc thực phẩm, Khăn giấy, Bơ thực vật, Nước lau sàn, Chảo chống dính, Bơ thực vật",Lũng Phìn Market,Tuyen Quang Province,"Đường tỉnh 176, Lung Phin",105,4.1,supermarket,23.15096159999999,105.305485
"Gạo, Dầu gội, Sữa chua, Nước hoa mini, Sữa chua, Giấy bọc thực phẩm, Trứng gà, Thớt, Dao bếp, Muỗng nĩa, Ngũ cốc ăn sáng, Đường, Thịt heo, Trà túi lọc, Muỗng nĩa, Khẩu trang y tế, Trứng gà, Bột ngọt, Snack",Phoenix Center,Tuyen Quang Province,"Đường Minh Khai, Minh Khai, 20152",145,4.4,supermarket,22.819116399999995,104.98456230000001
"Bánh kẹo, Dầu ăn, Nước rửa chén, Nước ngọt, Sữa bột trẻ em, Bánh ăn dặm, Trà, Sữa bột, Bình sữa, Bánh kẹo, Dầu gội, Nước ngọt, Giấy vệ sinh",Lại Tiến Thành,Tuyen Quang Province,"53, Đường Tân Hà, Phường Minh Xuân",20,3.6,department_store,21.828299199999996,105.2112262
"Đĩa sứ, Chảo chống dính, Gạo, Dầu gội, Sữa chua, Son dưỡng môi, Nước rửa chén, Nước trái cây, Nước rửa chén, Sốt cà chua, Ly thủy tinh, Nước mắm, Thớt, Cá hộp, Cà phê hòa tan, Chảo chống dính, Kem dưỡng da",J-Mart Hàng Nhật Nội Địa,Tuyen Quang Province,"39, Đường Minh Khai, Minh Khai, 20152",200,3.6,supermarket,22.818890499999995,104.985224
"Giấy vệ sinh, Nước mắm, Sốt cà chua, Muỗng nĩa, Khẩu trang y tế, Cà phê hòa tan, Đĩa sứ, Thịt heo, Ly thủy tinh, Dầu ăn, Dầu ăn, Trà túi lọc",WinMart,Tuyen Quang Province,"Đường Nguyễn Trãi, Nguyễn Trãi, 20152",65,3.7,supermarket,22.814251400000003,104.981384
"Bột giặt, Giấy vệ sinh, Sữa tươi, Trà túi lọc, Sốt cà chua, Trà túi lọc, Nước hoa mini, Bông tẩy trang, Nước trái cây, Trứng gà, Túi đựng rác",Mua Sam Tong Hop Sa Pa,Lao Cai Province,"46, Đường Ngũ Chỉ Sơn, Sa Pa, Tỉnh Lào Cai, 31786",55,3.7,supermarket,22.3378107,103.8482967
